statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
54092,.71745276,.85657459,1,1,.67007303,.44899786,.30086136,.20159909,4,4,0,0,1,.67007303,.44899786,.30086136,.20159909,-.13912183
54092,1,.83503652,1,1,.43494499,.18917714,.082281649,.035787992,5,5,0,0,1,.43494499,.18917714,.082281649,.035787992,.16496348
54092,1,.71745276,1,1,1,1,1,1,6,6,0,0,1,1,1,1,1,.28254724
54092,,1,,1,1,1,1,1,7,7,4.5,4.5,1,1,1,1,1,
54093,.52504784,,,,.011079848,.00012276303,1.3601957e-06,1.5070761e-08,8,8,.72569442,.875,1,.011079848,.00012276303,1.3601957e-06,1.5070761e-08,
54093,.4783836,.50553536,1,1,.052725136,.0027799399,.00014657271,7.7280665e-06,0,0,0,1,1,.052725136,.0027799399,.00014657271,7.7280665e-06,-.027151763
54093,.36791345,.52504784,1,1,-.043232799,.0018690749,-.000080805337,3.4934408e-06,1,1,0,0,0,0,0,0,0,-.15713438
54093,.37142661,.4783836,1,0,-.22559538,.050893277,-.011481289,.0025901257,0,0,1,1,0,0,0,0,0,-.10695699
54093,,.36791345,,0,-.25076166,.06288141,-.015768247,.0039540716,0,0,2,2,0,0,0,0,0,
54095,.71546233,,,,.3681277,.135518,.049887933,.01836513,4,4,2.5416667,2.625,1,.3681277,.135518,.049887933,.01836513,
54095,.83652633,.5787518,1,1,.43092465,.18569605,.080021009,.034483027,5,5,0,0,1,.43092465,.18569605,.080021009,.034483027,.25777453
54095,.81575173,.71546233,1,1,.67305267,.45299989,.30489278,.2052089,6,6,0,0,1,.67305267,.45299989,.30489278,.2052089,.1002894
54095,.58140844,.83652633,1,1,.63150346,.39879662,.25184146,.15903875,7,7,0,2,1,.63150346,.39879662,.25184146,.15903875,-.25511789
54095,,.81575173,,1,.27378052,.074955776,.020521432,.0056183683,8,8,0,0,1,.27378052,.074955776,.020521432,.0056183683,
54096,.57797003,,,,.29458633,.086781107,.025564527,.0075309603,9,9,1.5343915,1.8888888,1,.29458633,.086781107,.025564527,.0075309603,
54096,.61104286,.57947063,1,1,.15594006,.024317302,.0037920412,.0005913311,10,10,0,0,1,.15594006,.024317302,.0037920412,.0005913311,.031572223
54096,.78751308,.57797003,1,1,.23840889,.056838799,.013550876,.0032306493,11,11,0,1,1,.23840889,.056838799,.013550876,.0032306493,.20954305
54096,,.61104286,,1,.59876806,.35852319,.21467222,.12853888,12,12,0,0,1,.59876806,.35852319,.21467222,.12853888,
54101,.93070298,,,,.999946,.999892,.99983799,.99978399,0,0,.050000001,.050000001,1,.999946,.999892,.99983799,.99978399,
54101,1,.999973,1,1,.86151904,.74221504,.63943237,.55088317,1,1,0,0,1,.86151904,.74221504,.63943237,.55088317,.000027000904
54101,,.93070298,,1,1,1,1,1,2,2,0,0,1,1,1,1,1,
55015,.73147452,,,,.58626616,.34370801,.20150438,.1181352,0,0,1.527572,1.7315187,1,.58626616,.34370801,.20150438,.1181352,
55015,.73147452,.73147452,1,1,.58626616,.34370801,.20150438,.1181352,0,0,1.1470144,1.329743,1,.58626616,.34370801,.20150438,.1181352,0
55015,.73147452,.73147452,1,1,.58626616,.34370801,.20150438,.1181352,0,0,1.3127362,1.5090703,1,.58626616,.34370801,.20150438,.1181352,0
55015,.73147452,.73147452,1,1,.58626616,.34370801,.20150438,.1181352,0,0,1.6093668,1.7756555,1,.58626616,.34370801,.20150438,.1181352,0
55015,,.73147452,,1,.58626616,.34370801,.20150438,.1181352,0,0,2.0411706,2.3116062,1,.58626616,.34370801,.20150438,.1181352,
55984,.60637295,,,,.35512584,.12611437,.044786472,.015904833,0,0,1.3322824,1.5006974,1,.35512584,.12611437,.044786472,.015904833,
55984,.60637295,.60637295,1,1,.35512584,.12611437,.044786472,.015904833,0,0,1.3898581,1.5037488,1,.35512584,.12611437,.044786472,.015904833,0
55984,.60637295,.60637295,1,1,.35512584,.12611437,.044786472,.015904833,0,0,1.19292,1.3481357,1,.35512584,.12611437,.044786472,.015904833,0
55984,.60637295,.60637295,1,1,.35512584,.12611437,.044786472,.015904833,0,0,1.2623107,1.430316,1,.35512584,.12611437,.044786472,.015904833,0
55984,,.60637295,,1,.35512584,.12611437,.044786472,.015904833,0,0,1.4840411,1.7205892,1,.35512584,.12611437,.044786472,.015904833,
55986,.89528412,,,,.74843502,.56015497,.41923961,.3137736,0,0,0,0,1,.74843502,.56015497,.41923961,.3137736,
55986,.90257877,.85102212,1,1,.81540704,.66488862,.54215485,.44207689,1,1,0,0,1,.81540704,.66488862,.54215485,.44207689,.051556647
55986,.89942968,.89528412,1,1,.82698721,.68390787,.56558305,.46772993,2,2,0,0,1,.82698721,.68390787,.56558305,.46772993,.0041455626
55986,,.90257877,,1,.83607197,.69901633,.58442795,.48862383,3,3,0,0,1,.83607197,.69901633,.58442795,.48862383,
56011,.57257301,,,,-.061828256,.0038227332,-.00023635292,.000014613289,1,1,.58333331,.91666669,0,0,0,0,0,
56011,.51736492,.46908587,1,0,.14514601,.021067364,.003057844,.00044383385,1,2,1,1,1,.14514601,.021067364,.003057844,.00044383385,.048279047
56011,,.57257301,,1,.034729809,.0012061596,.000041889693,1.4548210e-06,4,5,1,2,1,.034729809,.0012061596,.000041889693,1.4548210e-06,
56012,.52710205,,,,.05865109,.0034399503,.00020175683,.000011833258,0,0,.29166666,.5,1,.05865109,.0034399503,.00020175683,.000011833258,
56012,.49705634,.52932554,1,1,.054204077,.002938082,.00015925601,8.6323253e-06,1,1,0,0,1,.054204077,.002938082,.00015925601,8.6323253e-06,-.03226921
56012,.45410553,.52710205,1,1,-.0058873594,.000034661,-2.0406176e-07,1.2013850e-09,0,0,0,1,0,0,0,0,0,-.072996527
56012,.3969003,.49705634,1,0,-.091788977,.0084252162,-.00077334198,.000070984272,2,2,1,2,0,0,0,0,0,-.10015604
56012,,.45410553,,0,-.20619941,.042518195,-.0087672267,.001807797,0,0,2,3,0,0,0,0,0,
56013,.38572407,,,,-.19785857,.039148014,-.0077457703,.0015325671,7,8,.44999999,.75,0,0,0,0,0,
56013,.29085276,.40107071,1,0,-.22855186,.052235954,-.011938625,.0027285949,0,0,4,5,0,0,0,0,0,-.11021796
56013,.53864777,.38572407,1,0,-.41829446,.17497025,-.073189087,.03061459,0,0,5,6,0,0,0,0,0,.1529237
56013,.61527961,.29085276,1,0,.077295542,.0059746006,.00046181001,.000035695855,2,3,0,0,1,.077295542,.0059746006,.00046181001,.000035695855,.32442686
56013,,.53864777,,1,.23055923,.053157557,.012255966,.0028257261,3,4,0,0,1,.23055923,.053157557,.012255966,.0028257261,
56014,.59673208,,,,.38521507,.14839065,.057162315,.022019787,4,5,0,.22916667,1,.38521507,.14839065,.057162315,.022019787,
56014,.58035117,.69260752,1,1,.19346416,.037428383,.0072410502,.0014008838,5,6,0,0,1,.19346416,.037428383,.0072410502,.0014008838,-.11225635
56014,.63413984,.59673208,1,1,.16070232,.025825234,.004150175,.00066694274,6,7,0,0,1,.16070232,.025825234,.004150175,.00066694274,.037407756
56014,.6362657,.58035117,1,1,.2682797,.071974002,.019309163,.0051802564,7,8,0,0,1,.2682797,.071974002,.019309163,.0051802564,.055914521
56014,,.63413984,,1,.27253139,.074273355,.020241821,.0055165319,8,9,0,0,1,.27253139,.074273355,.020241821,.0055165319,
56015,.54425496,,,,.063236117,.0039988067,.00025286901,.000015990454,0,0,.0625,.5,1,.063236117,.0039988067,.00025286901,.000015990454,
56015,1,.53161806,1,1,.088509917,.0078340052,.00069338718,.00006137164,1,1,0,0,1,.088509917,.0078340052,.00069338718,.00006137164,.46838194
56015,.74540591,.54425496,1,1,1,1,1,1,2,2,0,0,1,1,1,1,1,.20115095
56015,.67138225,1,1,1,.49081182,.24089625,.11823472,.058031,3,3,0,0,1,.49081182,.24089625,.11823472,.058031,-.32861775
56015,,.74540591,,1,.34276447,.11748748,.040270533,.013803308,4,4,0,1,1,.34276447,.11748748,.040270533,.013803308,
56016,.70299864,,,,1,1,1,1,5,5,0,.22222222,1,1,1,1,1,
56016,1,1,1,1,.40599728,.16483378,.066922069,.027170178,6,6,0,0,1,.40599728,.16483378,.066922069,.027170178,0
56016,.84681016,.70299864,1,1,1,1,1,1,7,7,0,0,1,1,1,1,1,.14381152
56016,,1,,1,.69362032,.48110914,.33370709,.23146603,8,8,0,0,1,.69362032,.48110914,.33370709,.23146603,
56021,.54672068,,,,-.027197391,.00073969807,-.000020117857,5.4715321e-07,0,0,.58333331,.91666669,0,0,0,0,0,
56021,.54349154,.48640129,1,0,.093441397,.0087312944,.00081586436,.000076235505,0,0,1,1,1,.093441397,.0087312944,.00081586436,.000076235505,.057090253
56021,,.54672068,,1,.086983055,.007566052,.00065811828,.000057245139,1,1,1,2,1,.086983055,.007566052,.00065811828,.000057245139,
56022,.54981738,,,,.029519051,.00087137439,.000025722145,7.5929330e-07,2,2,.29166666,.5,1,.029519051,.00087137439,.000025722145,7.5929330e-07,
56022,.52369255,.51475954,1,1,.099634767,.0099270865,.00098908297,.000098547047,3,3,0,0,1,.099634767,.0099270865,.00098908297,.000098547047,.0089330077
56022,.62649542,.54981738,1,1,.047385126,.0022453503,.0001063962,5.0415974e-06,4,4,0,0,1,.047385126,.0022453503,.0001063962,5.0415974e-06,.076678038
56022,.60269564,.52369255,1,1,.25299087,.064004384,.016192524,.0040965606,5,5,0,0,1,.25299087,.064004384,.016192524,.0040965606,.079003096
56022,,.62649542,,1,.20539129,.042185582,.0086645512,.0017796232,6,6,0,0,1,.20539129,.042185582,.0086645512,.0017796232,
56023,.64946634,,,,.17463699,.030498078,.0053260927,.00093013275,7,7,.44999999,.75,1,.17463699,.030498078,.0053260927,.00093013275,
56023,.60339648,.58731848,1,1,.29893267,.089360744,.026712846,.0079853423,8,8,0,0,1,.29893267,.089360744,.026712846,.0079853423,.016077995
56023,.61529207,.64946634,1,1,.20679298,.042763337,.0088431574,.001828703,9,9,0,0,1,.20679298,.042763337,.0088431574,.001828703,-.034174263
56023,.62673217,.60339648,1,1,.23058414,.053169049,.01225994,.0028269477,10,10,0,1,1,.23058414,.053169049,.01225994,.0028269477,.023335695
56023,,.61529207,,1,.25346434,.064244173,.016283607,.0041273138,11,11,0,0,1,.25346434,.064244173,.016283607,.0041273138,
56024,.64373326,,,,.4002347,.16018781,.064112723,.025660137,12,12,0,.22916667,1,.4002347,.16018781,.064112723,.025660137,
56024,.73572493,.70011735,1,1,.28746656,.082637019,.023755379,.0068288771,13,13,0,0,1,.28746656,.082637019,.023755379,.0068288771,.035607576
56024,.55323726,.64373326,1,1,.47144988,.22226499,.10478681,.049401727,14,14,0,0,1,.47144988,.22226499,.10478681,.049401727,-.090496004
56024,.44050178,.73572493,1,1,.10647452,.011336823,.0012070828,.00012852356,15,15,0,1,1,.10647452,.011336823,.0012070828,.00012852356,-.29522315
56024,,.55323726,,1,-.11899641,.014160146,-.0016850065,.00020050973,0,0,0,2,0,0,0,0,0,
56025,.55970794,,,,.28030762,.078572363,.022024432,.0061736163,0,0,.0625,.5,1,.28030762,.078572363,.022024432,.0061736163,
56025,.69471109,.64015383,1,1,.11941588,.014260152,.0017028886,.00020335194,1,1,1,3,1,.11941588,.014260152,.0017028886,.00020335194,.054557264
56025,1,.55970794,1,1,.38942218,.15164964,.059055731,.02299761,2,2,0,0,1,.38942218,.15164964,.059055731,.02299761,.44029206
56025,.55473208,.69471109,1,1,1,1,1,1,3,3,0,0,1,1,1,1,1,-.139979
56025,,1,,1,.10946417,.011982405,.0013116439,.00014357801,4,4,0,1,1,.10946417,.011982405,.0013116439,.00014357801,
56026,.6371237,,,,.41797233,.17470087,.07302013,.030520393,5,5,0,.22222222,1,.41797233,.17470087,.07302013,.030520393,
56026,.68886626,.70898616,1,1,.27424744,.075211659,.020626605,.0056567932,6,6,0,1,1,.27424744,.075211659,.020626605,.0056567932,-.020119905
56026,.72974521,.6371237,1,1,.37773255,.14268188,.053895589,.020358117,7,7,0,0,1,.37773255,.14268188,.053895589,.020358117,.092621505
56026,,.68886626,,1,.51575065,.26599872,.13718902,.070755325,8,8,0,0,1,.51575065,.26599872,.13718902,.070755325,
56031,.57103658,,,,-.030562401,.00093406037,-.000028547127,8.7246872e-07,0,0,.58333331,.91666669,0,0,0,0,0,
56031,.54409242,.4847188,1,0,.14207318,.020184789,.0028677173,.00040742574,0,1,1,1,1,.14207318,.020184789,.0028677173,.00040742574,.059373617
56031,,.57103658,,1,.088184834,.0077765649,.00068577507,.000060474962,1,2,0,0,1,.088184834,.0077765649,.00068577507,.000060474962,
56032,.58862025,,,,.06742847,.0045465985,.00030657017,.000020671558,2,3,.29166666,.5,1,.06742847,.0045465985,.00030657017,.000020671558,
56032,.51496321,.53371423,1,1,.17724052,.031414203,.0055678696,.0009868521,3,4,0,0,1,.17724052,.031414203,.0055678696,.0009868521,-.018751025
56032,.59928393,.58862025,1,1,.029926419,.00089559058,.000026801819,8.0208247e-07,4,5,0,0,1,.029926419,.00089559058,.000026801819,8.0208247e-07,.010663688
56032,.59776956,.51496321,1,1,.19856784,.039429188,.0078293681,.0015546607,5,6,0,0,1,.19856784,.039429188,.0078293681,.0015546607,.082806349
56032,,.59928393,,1,.19553912,.038235545,.0074765449,.001461957,6,7,0,0,1,.19553912,.038235545,.0074765449,.001461957,
56033,.65395129,,,,.23453388,.055006139,.012900803,.0030256754,2,2,.44999999,.75,1,.23453388,.055006139,.012900803,.0030256754,
56033,.61620283,.61726695,1,1,.30790257,.094803996,.029190395,.0089877974,3,3,0,0,1,.30790257,.094803996,.029190395,.0089877974,-.0010641217
56033,.60485864,.65395129,1,1,.23240569,.054012407,.01255279,.00291734,4,4,0,1,1,.23240569,.054012407,.01255279,.00291734,-.04909265
56033,.65373492,.61620283,1,1,.2097173,.043981347,.0092236493,.001934359,5,5,0,0,1,.2097173,.043981347,.0092236493,.001934359,.037532091
56033,,.60485864,,1,.30746982,.09453769,.029067485,.0089373747,6,6,0,1,1,.30746982,.09453769,.029067485,.0089373747,
56034,.68533421,,,,-.27399659,.075074129,-.020570057,.0056361253,0,0,0,.22916667,0,0,0,0,0,
56034,1,.3630017,1,0,.37066841,.13739507,.050928012,.018877406,8,8,0,0,1,.37066841,.13739507,.050928012,.018877406,.6369983
56034,.59196651,.68533421,1,1,1,1,1,1,9,9,0,0,1,1,1,1,1,-.093367696
56034,.47326007,1,1,1,.18393302,.033831354,.0062227035,.0011445606,10,10,0,0,1,.18393302,.033831354,.0062227035,.0011445606,-.52673995
56034,,.59196651,,1,-.05347982,.0028600912,-.00015295716,8.1801218e-06,0,0,0,0,0,0,0,0,0,
56035,.67940837,,,,.16256413,.026427096,.0042960979,.00069839141,0,0,.0625,.5,1,.16256413,.026427096,.0042960979,.00069839141,
56035,.64912897,.57859147,1,1,.35881671,.12874943,.046197448,.016576417,1,1,0,0,1,.35881671,.12874943,.046197448,.016576417,.070537508
56035,.74344033,.67940837,1,1,.29825798,.088957824,.02653238,.0079134936,2,2,0,0,1,.29825798,.088957824,.02653238,.0079134936,.064031959
56035,1,.64912897,1,1,.48688066,.23705278,.11541642,.056194019,3,3,0,0,1,.48688066,.23705278,.11541642,.056194019,.35087103
56035,,.74344033,,1,1,1,1,1,4,4,0,1,1,1,1,1,1,
56036,.63883799,,,,.31277409,.097827636,.030597949,.0095702456,8,8,0,.22222222,1,.31277409,.097827636,.030597949,.0095702456,
56036,1,.65638703,1,1,.27767599,.07710395,.021409916,.0059450194,9,9,0,1,1,.27767599,.07710395,.021409916,.0059450194,.34361297
56036,.86599272,.63883799,1,1,1,1,1,1,10,10,0,0,1,1,1,1,1,.22715473
56036,,1,,1,.73198545,.53580272,.39219978,.28708452,11,11,0,0,1,.73198545,.53580272,.39219978,.28708452,
56041,.53071219,,,,-.052942276,.0028028847,-.00014839109,7.8561616e-06,0,0,.58333331,.91666669,0,0,0,0,0,
56041,.51645023,.47352886,1,0,.061424404,.0037729575,.00023175166,.000014235208,0,1,1,1,1,.061424404,.0037729575,.00023175166,.000014235208,.042921364
56041,,.53071219,,1,.032900453,.0010824398,.00003561276,1.1716759e-06,1,2,1,2,1,.032900453,.0010824398,.00003561276,1.1716759e-06,
56042,.50224018,,,,-.066819102,.0044647926,-.00029833341,.00001993437,2,3,.29166666,.5,0,0,0,0,0,
56042,.47179532,.46659043,1,0,.0044803321,.000020073376,8.9935391e-08,4.0294043e-10,2,4,1,1,1,.0044803321,.000020073376,8.9935391e-08,4.0294043e-10,.0052048862
56042,.51483256,.50224018,1,1,-.056409359,.0031820158,-.00017949547,.000010125224,3,5,1,2,0,0,0,0,0,.012592375
56042,.53166693,.47179532,1,0,.029665083,.00088001712,.000026105781,7.7443013e-07,0,0,2,3,1,.029665083,.00088001712,.000026105781,7.7443013e-07,.059871614
56042,,.51483256,,1,.063333839,.0040111751,.00025404312,.000016089527,1,1,0,0,1,.063333839,.0040111751,.00025404312,.000016089527,
56043,.61211491,,,,.15630233,.024430418,.0038185315,.00059684541,2,2,.44999999,.75,1,.15630233,.024430418,.0038185315,.00059684541,
56043,.59719342,.57815117,1,1,.22422984,.050279021,.011274057,.0025279801,3,3,0,0,1,.22422984,.050279021,.011274057,.0025279801,.019042253
56043,.64227998,.61211491,1,1,.19438687,.037786257,.0073451516,.0014278011,4,4,0,0,1,.19438687,.037786257,.0073451516,.0014278011,.030165076
56043,.67392713,.59719342,1,1,.28455994,.080974355,.023042059,.0065568467,5,5,0,0,1,.28455994,.080974355,.023042059,.0065568467,.076733708
56043,,.64227998,,1,.34785423,.12100256,.042091254,.01464162,6,6,0,1,1,.34785423,.12100256,.042091254,.01464162,
56044,1,,,,.2205627,.048647903,.010729913,.0023666185,0,0,0,.22916667,1,.2205627,.048647903,.010729913,.0023666185,
56044,.45583773,.61028135,1,1,1,1,1,1,7,7,0,0,1,1,1,1,1,-.15444362
56044,1,1,1,1,.090138555,.0081249587,.00073237205,.00006601496,0,0,0,0,1,.090138555,.0081249587,.00073237205,.00006601496,0
56044,.76551771,.45583773,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,.30967999
56044,,1,,1,.53103542,.28199863,.14975126,.079523221,2,2,0,.66666669,1,.53103542,.28199863,.14975126,.079523221,
56045,.66660154,,,,.61048412,.37269086,.22752185,.13889848,3,3,.0625,.5,1,.61048412,.37269086,.22752185,.13889848,
56045,.71250933,.80524206,1,1,.33320308,.11102429,.036993634,.012326393,4,4,0,0,1,.33320308,.11102429,.036993634,.012326393,-.092732728
56045,.61301285,.66660154,1,1,.42501867,.18064086,.076775745,.032631122,5,5,0,1,1,.42501867,.18064086,.076775745,.032631122,-.053588688
56045,.5195204,.71250933,1,1,.22602573,.051087629,.011547119,.0026099461,6,6,0,0,1,.22602573,.051087629,.011547119,.0026099461,-.19298893
56045,,.61301285,,1,.039040774,.001524182,.000059505248,2.3231310e-06,7,7,0,1,1,.039040774,.001524182,.000059505248,2.3231310e-06,
56051,.65084004,,,,.13700795,.018771179,.0025718007,.00035235716,0,0,.58333331,.91666669,1,.13700795,.018771179,.0025718007,.00035235716,
56051,.65749055,.56850398,1,1,.30168012,.091010891,.027456177,.0082829827,1,1,0,1,1,.30168012,.091010891,.027456177,.0082829827,.088986576
56051,,.65084004,,1,.3149811,.099213094,.03125025,.0098432386,2,2,0,0,1,.3149811,.099213094,.03125025,.0098432386,
56052,.67446142,,,,.27547038,.075883925,.020903774,.0057583707,0,0,.29166666,.5,1,.27547038,.075883925,.020903774,.0057583707,
56052,.60678768,.63773519,1,1,.34892288,.12174717,.042480376,.014822375,1,1,0,0,1,.34892288,.12174717,.042480376,.014822375,-.030947506
56052,.99835879,.67446142,1,1,.21357533,.045614421,.0097421156,.0020806757,2,2,0,0,1,.21357533,.045614421,.0097421156,.0020806757,.32389736
56052,.6948089,.60678768,1,1,.99671757,.99344593,.99018502,.98693478,3,3,0,0,1,.99671757,.99344593,.99018502,.98693478,.088021219
56052,,.99835879,,1,.38961783,.15180205,.059144787,.023043863,4,4,0,0,1,.38961783,.15180205,.059144787,.023043863,
56053,.6997388,,,,.46163544,.21310727,.098377876,.045414712,5,5,.44999999,.75,1,.46163544,.21310727,.098377876,.045414712,
56053,.63581973,.73081774,1,1,.3994776,.15958235,.063749574,.025466528,3,3,0,0,1,.3994776,.15958235,.063749574,.025466528,-.094998002
56053,.66151994,.6997388,1,1,.27163947,.073788002,.020043733,.0054446687,4,4,0,0,1,.27163947,.073788002,.020043733,.0054446687,-.038218856
56053,.70442176,.63581973,1,1,.32303989,.10435477,.033710752,.010889918,5,5,0,0,1,.32303989,.10435477,.033710752,.010889918,.068602026
56053,,.66151994,,1,.40884355,.16715305,.068339445,.027940141,6,6,0,0,1,.40884355,.16715305,.068339445,.027940141,
56061,.62502033,,,,.058944941,.0034745061,.00020480456,.000012072192,0,0,.58333331,.91666669,1,.058944941,.0034745061,.00020480456,.000012072192,
56061,.61606789,.52947247,1,1,.25004068,.06252034,.015632629,.003908793,2,3,0,0,1,.25004068,.06252034,.015632629,.003908793,.086595416
56061,,.62502033,,1,.2321358,.053887032,.012509109,.0029038121,3,4,0,0,1,.2321358,.053887032,.012509109,.0029038121,
56062,.6273247,,,,.11158791,.012451862,.0013894773,.00015504887,0,0,.29166666,.5,1,.11158791,.012451862,.0013894773,.00015504887,
56062,.57399231,.55579394,1,1,.2546494,.064846314,.016513076,.0042050448,1,1,0,0,1,.2546494,.064846314,.016513076,.0042050448,.018198371
56062,.66077089,.6273247,1,1,.14798462,.021899449,.0032407816,.00047958587,2,2,0,0,1,.14798462,.021899449,.0032407816,.00047958587,.033446193
56062,.61788267,.57399231,1,1,.32154176,.1033891,.033243913,.010689306,0,0,0,0,1,.32154176,.1033891,.033243913,.010689306,.043890357
56062,,.66077089,,1,.23576534,.055585295,.013105086,.003089725,1,1,0,0,1,.23576534,.055585295,.013105086,.003089725,
61011,.58380193,,,,.26142699,.068344072,.017866984,.0046709119,.5,.5,0,0,1,.26142699,.068344072,.017866984,.0046709119,
61011,.60580337,.62718886,1,1,.17420104,.030346002,.0052863052,.00092087989,0,0,0,0,1,.17420104,.030346002,.0052863052,.00092087989,-.021385491
61011,,.58380193,,1,.21160674,.044777412,.0094752023,.0020050167,1,1,0,0,1,.21160674,.044777412,.0094752023,.0020050167,
61012,.46871537,,,,-.080319017,.0064511443,-.00051814958,.000041617266,2,2,1.25,1.375,0,0,0,0,0,
61012,.45065123,.45984051,1,0,-.062569261,.0039149122,-.00024495317,.000015326539,0,0,1,1,0,0,0,0,0,-.0091892779
61012,.40753534,.46871537,1,0,-.098697543,.0097412048,-.00096143299,.000094891075,0,0,2,2,0,0,0,0,0,-.061180025
61012,.4077003,.45065123,1,0,-.18492934,.034198862,-.0063243727,.0011695621,0,0,3,3,0,0,0,0,0,-.042950928
61012,,.40753534,,0,-.1845994,.034076937,-.0062905825,.0011612377,0,0,4,4,0,0,0,0,0,
61013,.44720587,,,,-.17345324,.030086027,-.0052185189,.000905169,0,0,2.75,3.0833333,0,0,0,0,0,
61013,.32854792,.41327336,1,0,-.10558823,.011148874,-.0011771899,.00012429738,0,0,6,6,0,0,0,0,0,-.08472544
61013,.28381899,.44720587,1,0,-.34290418,.11758327,-.040319797,.013825827,0,0,7,7,0,0,0,0,0,-.16338688
61013,.31509316,.32854792,1,0,-.43236205,.18693694,-.080824442,.034945421,0,0,8,8,0,0,0,0,0,-.013454765
61013,,.28381899,,0,-.36981368,.13676216,-.050576515,.018703887,0,0,9,9,0,0,0,0,0,
61014,.42330807,,,,-.14643788,.021444054,-.0031402218,.00045984745,0,1,3.625,3.6875,0,0,0,0,0,
61014,.40687847,.42678106,1,0,-.087627351,.0076785525,-.00067285122,.000058960173,0,0,11,11,0,0,0,0,0,-.019902587
61014,.29030678,.42330807,1,0,-.16650707,.027724603,-.004616342,.00076865358,0,1,12,12,0,0,0,0,0,-.1330013
61014,.2143358,.40687847,1,0,-.41938648,.17588502,-.073763795,.030935539,0,0,13,13,0,0,0,0,0,-.19254267
61014,,.29030678,,0,-.51873064,.26908147,-.1395808,.072404839,0,0,14,14,0,0,0,0,0,
61015,.21924558,,,,-.35388643,.1252356,-.044319179,.015683956,0,0,4.0500002,4.3000002,0,0,0,0,0,
61015,.28657448,.30512398,1,0,-.56150889,.31529224,-.1770394,.099409193,0,1,1,1,0,0,0,0,0,-.018549502
61015,.27882996,.21924558,1,0,-.42685103,.1822018,-.077773027,.033197496,0,2,15,15,0,0,0,0,0,.059584379
61015,0,.28657448,1,0,-.44234005,.19566472,-.08655034,.038284682,0,0,16,16,0,0,0,0,0,-.28657448
61015,,.27882996,,0,-.99525195,.99052644,-.98582339,.98114264,0,0,17,17,0,0,0,0,0,
61016,.39049137,,,,.067122221,.0045053926,.00030241197,.000020298561,0,0,3,3.1666667,1,.067122221,.0045053926,.00030241197,.000020298561,
61016,.39817724,.51303238,1,1,-.16986513,.028854163,-.004901316,.00083256274,0,0,0,0,0,0,0,0,0,-.11485514
61016,.35376731,.39049137,1,0,-.20364556,.041471511,-.0084454892,.0017198864,0,0,1,1,0,0,0,0,0,-.036724061
61016,,.39817724,,0,-.29246542,.085536018,-.025016328,.007316411,0,0,2,2,0,0,0,0,0,
61021,.62819964,,,,.26142699,.068344072,.017866984,.0046709119,.5,.5,0,0,1,.26142699,.068344072,.017866984,.0046709119,
61021,.69095051,.62718886,1,1,.27799919,.077283554,.021484764,.0059727472,0,0,0,0,1,.27799919,.077283554,.021484764,.0059727472,.063761652
61021,,.62819964,,1,.38190103,.14584839,.05569965,.021271754,1,1,0,0,1,.38190103,.14584839,.05569965,.021271754,
61022,.62080568,,,,.13749942,.01890609,.0025995765,.00035744027,2,2,1.25,1.375,1,.13749942,.01890609,.0025995765,.00035744027,
61022,.60063201,.56874973,1,1,.24161136,.058376051,.014104317,.0034077633,0,0,0,0,1,.24161136,.058376051,.014104317,.0034077633,.031882286
61022,.60899448,.62080568,1,1,.20126402,.040507209,.0081526432,.0016408338,1,1,0,0,1,.20126402,.040507209,.0081526432,.0016408338,-.011811197
61022,.55749667,.60063201,1,1,.217989,.047519203,.010358663,.0022580747,2,2,0,1,1,.217989,.047519203,.010358663,.0022580747,-.043135345
61022,,.60899448,,1,.11499333,.013223466,.0015206105,.00017486008,3,3,0,0,1,.11499333,.013223466,.0015206105,.00017486008,
61023,.5873059,,,,.16518709,.027286775,.0045074229,.00074456807,0,0,2.75,3.0833333,1,.16518709,.027286775,.0045074229,.00074456807,
61023,.59580523,.58259356,1,1,.17461181,.030489283,.0053237886,.00092959637,1,1,0,0,1,.17461181,.030489283,.0053237886,.00092959637,.013211668
61023,.70292574,.5873059,1,1,.19161043,.036714554,.0070348918,.0013479586,2,2,0,0,1,.19161043,.036714554,.0070348918,.0013479586,.11561984
61023,.69033563,.59580523,1,1,.40585148,.16471542,.066849999,.027131172,3,3,0,1,1,.40585148,.16471542,.066849999,.027131172,.094530404
61023,,.70292574,,1,.39146867,.15324773,.059991684,.023484865,4,4,0,0,1,.39146867,.15324773,.059991684,.023484865,
61024,.61953998,,,,.26935577,.072552532,.019542444,.0052638701,5,5,3.625,3.6875,1,.26935577,.072552532,.019542444,.0052638701,
61024,.58230478,.63467789,1,1,.23907992,.057159208,.013665619,.0032671753,6,6,0,0,1,.23907992,.057159208,.013665619,.0032671753,-.052373111
61024,.52538371,.61953998,1,1,.18826872,.035445113,.0066732056,.0012563559,7,7,0,0,1,.18826872,.035445113,.0066732056,.0012563559,-.094156265
61024,.58144808,.58230478,1,1,.071062028,.0050498117,.00035884988,.0000255006,8,8,0,0,1,.071062028,.0050498117,.00035884988,.0000255006,-.00085669756
